"","datno","setno","division","subdivision","calage","calspan","calsigI","calsigD","calsigC","calseqno","c14age","c14sig","c14addsig","c14mulsig","ReservoirAge","ReservoirSig","labid","Date_Modified","F","sdF"
"368",368,1,5,0,233,1,0,0,0,40,105.000746918921,13.2213844535484,0,1,0,0,"QL-11392","2004-01-17",0.9870138820352,0.00162451014507365
"370",370,1,5,0,232,1,0,0,0,42,80.5004201419008,13.2213843399074,0,1,0,0,"QL-11391","2004-01-17",0.990028830058962,0.00162947238513611
"372",372,1,5,0,231,1,0,0,0,44,90.4145728001571,13.6069587019798,0,1,0,0,"QL-11390","2004-01-17",0.988807711854553,0.00167492415030549
"374",374,1,5,0,230,1,0,0,0,46,103.999999999999,13.2213841937976,0,1,0,0,"QL-11389","2004-01-17",0.987136851365548,0.00162471250638112
"376",376,1,5,0,229,1,0,0,0,48,107,18.2,0,1,0,0,"QL-11388","2004-01-17",0.986768264581096,0.00223567563990737
"377",377,1,5,0,228,1,0,0,0,49,108,16.9,0,1,0,0,"QL-11387","2004-01-17",0.986645432905823,0.00207572610682291
"378",378,1,5,0,227,1,0,0,0,50,101,18.2,0,1,0,0,"QL-11386","2004-01-17",0.987505575827936,0.00223734613221318
"379",379,1,5,0,226,1,0,0,0,51,91,18.2,0,1,0,0,"QL-11385","2004-01-17",0.988735652370315,0.00224013306026886
"380",380,1,5,0,225,1,0,0,0,52,109,14.3,0,1,0,0,"QL-11384","2004-01-17",0.986522616520482,0.00175616499642013
"381",381,1,5,0,224,1,0,0,0,53,75,15.6,0,1,0,0,"QL-11383","2004-01-17",0.990706962675946,0.00192394231516803
"382",382,1,5,0,223,1,0,0,0,54,103,19.5,0,1,0,0,"QL-11382","2004-01-17",0.98725974421959,0.00239655981728893
"383",383,1,5,0,222,1,0,0,0,55,123,19.5,0,1,0,0,"QL-11381","2004-01-17",0.98480479150326,0.00239060045242295
"384",384,1,5,0,221,1,0,0,0,56,113,18.2,0,1,0,0,"QL-11380","2004-01-17",0.986031503840387,0.00223400639485809
"385",385,1,5,0,220,1,0,0,0,57,129,19.5,0,1,0,0,"QL-11379","2004-01-17",0.984069496770256,0.00238881553429852
"386",386,1,5,0,219,1,0,0,0,58,168,14.3,0,1,0,0,"QL-11378","2004-01-17",0.979303444591164,0.0017433137380373
"387",387,1,5,0,218,1,0,0,0,59,155,15.6,0,1,0,0,"QL-11377","2004-01-17",0.980889558339241,0.00190487702104969
"388",388,1,5,0,217,1,0,0,0,60,140,19.5,0,1,0,0,"QL-11376","2004-01-17",0.982722882007036,0.0023855466449816
"389",389,1,5,0,216,1,0,0,0,61,138,23.4,0,1,0,0,"QL-11375","2004-01-17",0.982967583918622,0.00286336878671676
"390",390,1,5,0,215,1,0,0,0,62,150,19.5,0,1,0,0,"QL-11373","2004-01-17",0.981500285894599,0.00238257880927981
"391",391,1,5,0,214,1,0,0,0,63,149,20.8,0,1,0,0,"QL-11372","2004-01-17",0.981622477028695,0.00254173378839747
"392",392,1,5,0,213,1,0,0,0,64,149,20.8,0,1,0,0,"QL-11371","2004-01-17",0.981622477028695,0.00254173378839747
"393",393,1,5,0,212,1,0,0,0,65,148,18.2,0,1,0,0,"QL-11370","2004-01-17",0.981744683374884,0.00222429394216642
"394",394,1,5,0,211,1,0,0,0,66,154.629980538066,14.2269614262571,0,1,0,0,"QL-11369","2004-01-17",0.980934741531804,0.00173729873390371
"396",396,1,5,0,210,1,0,0,0,68,159,18.2,0,1,0,0,"QL-11368","2004-01-17",0.980401249919538,0.00222125018654744
"397",397,1,5,0,209,1,0,0,0,69,194.498896185018,14.226956603436,0,1,0,0,"QL-11367","2004-01-17",0.976078285218991,0.00172869705033821
"399",399,1,5,0,208,1,0,0,0,71,158,18.2,0,1,0,0,"QL-11366","2004-01-17",0.980523304229984,0.00222152671940566
"400",400,1,5,0,207,1,0,0,0,72,162.29836181177,13.0211541394907,0,1,0,0,"QL-11365","2004-01-17",0.979998778333696,0.00158853667984509
"402",402,1,5,0,206,1,0,0,0,74,178,18.2,0,1,0,0,"QL-11364","2004-01-17",0.978085102568022,0.00221600259762704
"403",403,1,5,0,205,1,0,0,0,75,162.072049067157,14.7962207617058,0,1,0,0,"QL-11363","2004-01-17",0.980026388110548,0.00180513964780043
"405",405,1,5,0,204,1,0,0,0,77,139.002987675219,14.0577392610298,0,1,0,0,"QL-11362","2004-01-17",0.982844859802458,0.00171997719073153
"407",407,1,5,0,203,1,0,0,0,79,142,18.2,0,1,0,0,"QL-11361","2004-01-17",0.982478241012031,0.00222595593009075
"408",408,1,5,0,202,1,0,0,0,80,160,18.2,0,1,0,0,"QL-11360","2004-01-17",0.98027921080226,0.00222097368811168
"409",409,1,5,0,200,1,0,0,0,81,153.72164146822,13.6068998456352,0,1,0,0,"QL-11358","2004-01-17",0.981045667926568,0.00166176897142675
"411",411,1,5,0,199,1,0,0,0,83,173,14.3,0,1,0,0,"QL-11357","2004-01-17",0.978694083995692,0.00174222898059733
"412",412,1,5,0,198,1,0,0,0,84,155,18.2,0,1,0,0,"QL-11356","2004-01-17",0.980889558339241,0.00222235652455797
"413",413,1,5,0,197,1,0,0,0,85,142.7817327662,12.9609522950627,0,1,0,0,"QL-11355","2004-01-17",0.982382635626305,0.00158503852556337
"416",416,1,5,0,196,1,0,0,0,88,155,18.2,0,1,0,0,"QL-11354","2004-01-17",0.980889558339241,0.00222235652455797
"417",417,1,5,0,195,1,0,0,0,89,156,15.6,0,1,0,0,"QL-11353","2004-01-17",0.980767458437943,0.00190463990434855
"418",418,1,5,0,194,1,0,0,0,90,155,13,0,1,0,0,"QL-11352","2004-01-17",0.980889558339241,0.00158739751754141
"419",419,1,5,0,193,1,0,0,0,91,157,20.8,0,1,0,0,"QL-11351","2004-01-17",0.980645373735488,0.00253920375621787
"420",420,1,5,0,192,1,0,0,0,92,129,18.2,0,1,0,0,"QL-11350","2004-01-17",0.984069496770256,0.00222956116534528
"421",421,1,5,0,191,1,0,0,0,93,150,18.2,0,1,0,0,"QL-11349","2004-01-17",0.981500285894599,0.00222374022199449
"422",422,1,5,0,190,1,0,0,0,94,148.449912833347,14.7962081560277,0,1,0,0,"QL-11348","2004-01-17",0.981689699288866,0.00180820180944931
"424",424,1,5,0,189,1,0,0,0,96,147,14.0577380826362,0,1,0,0,"QL-11347","2004-01-17",0.981866904935059,0.00171826562698689
"426",426,1,5,0,188,1,0,0,0,98,162,18.2,0,1,0,0,"QL-11346","2004-01-17",0.980035178139642,0.00222042079449041
"427",427,1,5,0,187,1,0,0,0,99,187,16.9,0,1,0,0,"QL-11345","2004-01-17",0.976989890748075,0.00205541256736493
"428",428,1,5,0,186,1,0,0,0,100,157,18.2,0,1,0,0,"QL-11344","2004-01-17",0.980645373735488,0.00222180328669064
"429",429,1,5,0,185,1,0,0,0,101,163,18.2,0,1,0,0,"QL-11343","2004-01-17",0.979913184590519,0.00222014439929633
"430",430,1,5,0,184,1,0,0,0,102,167,18.2,0,1,0,0,"QL-11374","2004-01-17",0.979425362231167,0.00221903916253047
"431",431,1,5,0,183,1,0,0,0,103,183,18.2,0,1,0,0,"QL-11342","2004-01-17",0.977476500072222,0.00221462371484059
"432",432,1,5,0,182,1,0,0,0,104,183,18.2,0,1,0,0,"QL-11341","2004-01-17",0.977476500072222,0.00221462371484059
"433",433,1,5,0,181,1,0,0,0,105,175,18.2,0,1,0,0,"QL-11340","2004-01-17",0.978450445937703,0.00221683033935842
"434",434,1,5,0,180,1,0,0,0,106,175,18.2,0,1,0,0,"QL-11339","2004-01-17",0.978450445937703,0.00221683033935842
"435",435,1,5,0,179,1,0,0,0,107,164,18.2,0,1,0,0,"QL-11338","2004-01-17",0.979791206227001,0.00221986803850758
"436",436,1,5,0,178,1,0,0,0,108,174,14.3,0,1,0,0,"QL-11337","2004-01-17",0.978572257384285,0.00174201211012016
"437",437,1,5,0,177,1,0,0,0,109,160.191208725044,14.0578134988434,0,1,0,0,"QL-11336","2004-01-17",0.980255877588353,0.00171545553445564
"439",439,1,5,0,176,1,0,0,0,111,181,16.9,0,1,0,0,"QL-11335","2004-01-17",0.977719895613811,0.00205694836746837
"440",440,1,5,0,175,1,0,0,0,112,161,18.2,0,1,0,0,"QL-11334","2004-01-17",0.980157186876258,0.0022206972240941
"441",441,1,5,0,174,1,0,0,0,113,148.500420141902,14.0577382483478,0,1,0,0,"QL-11333","2004-01-17",0.981683526956154,0.00171794473604687
"443",443,1,5,0,173,1,0,0,0,115,157,13,0,1,0,0,"QL-11332","2004-01-17",0.980645373735488,0.00158700234763617
"444",444,1,5,0,172,1,0,0,0,116,165,18.2,0,1,0,0,"QL-11331","2004-01-17",0.979669243047196,0.00221959171211988
"445",445,1,5,0,171,1,0,0,0,117,169,18.2,0,1,0,0,"QL-11330","2004-01-17",0.979181542127316,0.00221848675049386
"446",446,1,5,0,170,1,0,0,0,118,175.992221578248,13.6069012990681,0,1,0,0,"QL-11329","2004-01-17",0.97832959697841,0.00165716846309501
"448",448,1,5,0,169,1,0,0,0,120,205.009149751461,14.0577416914651,0,1,0,0,"QL-11328","2004-01-17",0.974802034508605,0.00170590255215195
"450",450,1,6,0,440,1,0,0,0,1,359,18.2,0,1,0,0,"QL-10319","2004-01-17",0.95629326438423,0.00216662982843184
"451",451,1,6,0,439,1,0,0,0,2,371,16.9,0,1,0,0,"QL-10318","2004-01-17",0.954865783722433,0.00200886739012936
"452",452,1,6,0,438,1,0,0,0,3,346,18.2,0,1,0,0,"QL-10317","2004-01-17",0.957842110048166,0.00217013897707913
"453",453,1,6,0,437,1,0,0,0,4,341,18.2,0,1,0,0,"QL-10317","2004-01-17",0.958438487657975,0.00217149016250157
"454",454,1,6,0,436,1,0,0,0,5,344,18.2,0,1,0,0,"QL-10316","2004-01-17",0.95808061654844,0.0021706793503276
"455",455,1,6,0,435,1,0,0,0,6,355,16.9,0,1,0,0,"QL-10315","2004-01-17",0.956769565340335,0.00201287260727644
"456",456,1,6,0,434,1,0,0,0,7,348,18.2,0,1,0,0,"QL-10314","2004-01-17",0.957603662922176,0.00216959873835225
"457",457,1,6,0,433,1,0,0,0,8,328,18.2,0,1,0,0,"QL-10313","2004-01-17",0.959990807799762,0.00217500718311411
"458",458,1,6,0,431,1,0,0,0,9,367,20.8,0,1,0,0,"QL-10311","2004-01-17",0.95534137369329,0.00247368362664265
"459",459,1,6,0,430,1,0,0,0,10,350,18.2,0,1,0,0,"QL-10310","2004-01-17",0.95736527515569,0.00216905863411348
"460",460,1,6,0,429,1,0,0,0,11,329,20.8,0,1,0,0,"QL-10309","2004-01-17",0.959871309348705,0.00248541307537073
"461",461,1,6,0,428,1,0,0,0,12,343,20.8,0,1,0,0,"QL-10308","2004-01-17",0.958199892068553,0.00248108524275189
"462",462,1,6,0,427,1,0,0,0,13,334,18.2,0,1,0,0,"QL-10307","2004-01-17",0.959274040181654,0.00217338323556655
"463",463,1,6,0,426,1,0,0,0,14,334,18.2,0,1,0,0,"QL-10306","2004-01-17",0.959274040181654,0.00217338323556655
"464",464,1,6,0,425,1,0,0,0,15,326.216626125598,14.4515136576882,0,1,0,0,"QL-10305","2004-01-17",0.960203955139481,0.00172742444564476
"466",466,1,6,0,424,1,0,0,0,17,313,18.2,0,1,0,0,"QL-10304","2004-01-17",0.961785070827482,0.00217907236263664
"467",467,1,6,0,423,1,0,0,0,18,319,18.2,0,1,0,0,"QL-10303","2004-01-17",0.961066963540675,0.0021774453798631
"468",468,1,6,0,422,1,0,0,0,19,310,16.9,0,1,0,0,"QL-10302","2004-01-17",0.96214432565895,0.002024180144857
"469",469,1,6,0,421,1,0,0,0,20,307,18.2,0,1,0,0,"QL-10301","2004-01-17",0.962503714682598,0.00218070056108842
"470",470,1,6,0,420,1,0,0,0,21,316,18.2,0,1,0,0,"QL-10300","2004-01-17",0.961425950138086,0.00217825871934684
"471",471,1,6,0,419,1,0,0,0,22,293,16.9,0,1,0,0,"QL-10299","2004-01-17",0.964182639251727,0.00202846839329692
"472",472,1,6,0,418,1,0,0,0,23,290.711145240721,14.4514141275136,0,1,0,0,"QL-10298","2004-01-17",0.964457404402542,0.00173506452873995
"474",474,1,6,0,417,1,0,0,0,25,306.629963979991,13.6069054033472,0,1,0,0,"QL-10297","2004-01-17",0.962548052943165,0.00163043698525752
"476",476,1,6,0,416,1,0,0,0,27,316.026671373703,14.4514372527191,0,1,0,0,"QL-10296","2004-01-17",0.961422757992158,0.0017296079497647
"478",478,1,6,0,415,1,0,0,0,29,305.006722267509,14.0577407340212,0,1,0,0,"QL-10295","2004-01-17",0.962742576287332,0.00168479839798966
"480",480,1,6,0,414,1,0,0,0,31,311.683821510882,14.4514185799877,0,1,0,0,"QL-10294","2004-01-17",0.961942668802345,0.00173054103782064
"482",482,1,6,0,413,1,0,0,0,33,276.810352069858,13.6069030775199,0,1,0,0,"QL-10293","2004-01-17",0.96612780518683,0.0016365003617172
