"calageBP","delta14c","delta14c_sig"
1438,-22.8040035821849,1.32151974585072
1439,-22.8419295528126,1.26688461770081
1440,-23.0179191350538,1.23068973897501
1441,-23.2840816642108,1.24787530817502
1442,-23.5925264755859,1.30235937070645
1443,-23.8953629044815,1.33965989996032
1444,-24.1450701334962,1.30387482326278
1445,-24.3097034241782,1.2017084868459
1446,-24.3782737846453,1.11939904488621
1447,-24.3412677779303,1.1376637453471
1448,-24.189171967066,1.25504175999262
1449,-23.9124729150854,1.39072125620433
1450,-23.5016571850211,1.45471643307834
1451,-22.9542250609053,1.39976395818164
1452,-22.3099932226465,1.28690572961169
1453,-21.6245700522163,1.21396659017132
1454,-20.9535909851912,1.22774690918446
1455,-20.3526914571479,1.28116362837913
1456,-19.8766985984985,1.28645292124359
1457,-19.5454397994139,1.23786018363321
1458,-19.331091733751,1.22763604329019
1459,-19.202416818821,1.30429900926856
1460,-19.128177471935,1.41310355869681
1461,-19.0771361104042,1.44604493493853
1462,-19.0192999946881,1.32069692331405
1463,-18.9375344151983,1.10554798217162
1464,-18.8222932819536,0.944783040718907
1465,-18.6641287058213,0.881122154113363
1466,-18.4546224986079,0.819301910329073
1467,-18.221495577956,0.796708502013826
1468,-18.0372804864365,0.8433782435041
1469,-17.9703880454783,0.825880026523076
1470,-18.0556639194442,0.846756828891719
1471,-18.3161033258668,0.841944628938578
1472,-18.7261812763315,0.811948641832601
1473,-19.2055542576102,0.858254778680392
1474,-19.6824188795885,0.871748511997491
1475,-20.1350751997521,0.920407743998153
1476,-20.5533087669696,0.91028370993257
1477,-20.8740517039957,0.851865012448902
1478,-20.9798074281001,0.854150003173719
1479,-20.7961852647616,0.825502094649797
1480,-20.4276681838241,0.859700010478418
1481,-20.0196262133628,0.870900348454333
1482,-19.6563696038206,0.863710245669401
1483,-19.3648931782181,0.896307058824014
1484,-19.1527110384197,0.867834031576564
1485,-18.966447609265,0.887165570421381
1486,-18.7395277415361,0.87693148547098
1487,-18.4092233544719,0.85479692173532
1488,-17.916117480772,0.871743019560644
1489,-17.2546967342825,0.818329626591767
1490,-16.590209146894,0.8067666349838
1491,-16.1134115734827,0.770574015500491
1492,-15.8886142864827,0.741214983057239
1493,-15.8815600053418,0.763890071826096
1494,-16.0389007617253,0.732061905927336
1495,-16.2601382401277,0.755214600350453
1496,-16.4401131625176,0.73776447534479
1497,-16.5229975909121,0.725007264287378
1498,-16.4879605901928,0.754229890173639
1499,-16.3091889002459,0.729784663057125
1500,-15.9460860090198,0.763653108915191
1501,-15.3671078415923,0.747337573333221
1502,-14.6734621860683,0.735195969057659
1503,-14.0519470197434,0.756165575281829
1504,-13.6560648560578,0.726288433121403
1505,-13.5582904684875,0.766604289380588
1506,-13.8001870688659,0.764371529193069
1507,-14.2245719358865,0.773389761255266
1508,-14.5582946345288,0.796148834729944
1509,-14.6433981398751,0.758234791202944
1510,-14.568383171507,0.785814921819684
1511,-14.451897032587,0.767713513696548
1512,-14.4021246842709,0.767180336382461
1513,-14.5211053777824,0.786136322677528
1514,-14.8453509160752,0.75633384437626
1515,-15.2859866695935,0.786813531700169
1516,-15.7413806908324,0.757505096081819
1517,-16.1212301063262,0.749931505352614
1518,-16.3415447562161,0.767211341348259
1519,-16.3882621163869,0.746343172009984
1520,-16.3688242608648,0.783687708282085
1521,-16.3906663287343,0.758941430129111
1522,-16.4736957654736,0.762686290254863
1523,-16.5995480971453,0.777684783720096
1524,-16.7524272966671,0.750420908144539
1525,-16.9208513925629,0.781249079518689
1526,-17.087213782313,0.751069758323713
1527,-17.1920719685286,0.756230909264919
1528,-17.1616915192072,0.770102150322747
1529,-17.0342152871319,0.749813133056075
1530,-17.008655228699,0.786238093168988
1531,-17.2650101078817,0.755298034431805
1532,-17.8019629167566,0.759782810814135
1533,-18.552887792899,0.766843948752809
1534,-19.4305376535241,0.748551096912067
1535,-20.3207856080871,0.790782330308462
1536,-21.1019143941644,0.767153038275654
1537,-21.6223669761856,0.781014932066002
1538,-21.7269073789775,0.784540302217355
1539,-21.4518860653839,0.75619829332341
1540,-21.0620573166397,0.778332756104008
1541,-20.8005341454462,0.733126060538843
1542,-20.747936167692,0.736450002904258
1543,-20.9364714264691,0.740165541460213
1544,-21.3634754122062,0.729234318085983
1545,-21.9884026135888,0.765590620275262
1546,-22.7449838803092,0.730884238422564
1547,-23.4675798230379,0.746171091700385
1548,-23.9692409264199,0.746787111454147
1549,-24.1669390254745,0.735668676006334
1550,-24.0805553143601,0.775246523069081
1551,-23.7466096417934,0.745343699258527
1552,-23.2475341044553,0.765216923586546
1553,-22.6776749992325,0.778527428913452
1554,-22.1535925017718,0.807765245058141
1555,-21.8118893582633,0.869656722912131
1556,-21.7426136012375,0.829064703761393
1557,-21.8763600182764,0.814160956442778
1558,-22.1100406531702,0.783436324954378
1559,-22.3389314842149,0.768280819206653
1560,-22.4569808471526,0.800915216084484
1561,-22.387662741093,0.764365373730348
1562,-22.1442417568955,0.780577879156779
1563,-21.75979255558,0.776519117815174
1564,-21.3080206752042,0.786849342209824
1565,-20.8930592523107,0.824752821218729
1566,-20.6111703405721,0.785549403129641
1567,-20.5350462615448,0.80975186544064
1568,-20.7239572906417,0.832384230384071
1569,-21.1189005680431,0.891254970875165
1570,-21.5802248422075,0.964353759888355
1571,-21.9713638088046,0.953060370621773
1572,-22.1672238924332,0.97408909870155
1573,-22.0630083705144,0.954695663889127
1574,-21.7585200335753,0.956071135515532
1575,-21.4800910382646,0.985151720384248
1576,-21.3730788546917,0.955194028185877
1577,-21.3974732942183,0.975268279162645
1578,-21.482989132401,0.960344743408697
1579,-21.5094763475543,0.96650887841533
1580,-21.3293993367928,0.990260106877891
1581,-20.8969970323875,0.958801145512484
1582,-20.3733650506597,0.979544731348495
1583,-19.9341759573894,0.965313479136423
1584,-19.6650140311065,0.974975176661944
1585,-19.60514434793,0.996280341752515
1586,-19.7699536157209,0.970819322358822
1587,-20.1316225703956,0.997758986848617
1588,-20.6446744432041,0.982577810124087
1589,-21.1635861757391,0.993900346966007
1590,-21.4975336274378,1.0053911394111
1591,-21.5355800381347,0.96029616089764
1592,-21.3005796585985,0.966827197014035
1593,-20.8360353465293,0.939263782018616
1594,-20.2399362065153,0.952374469889071
1595,-19.6329559102229,0.969634305194228
1596,-19.1257765040174,0.944872651133412
1597,-18.8137945670451,0.979273424772854
1598,-18.7741166004754,0.981997865744256
1599,-18.9794423046837,1.04144937141902
1600,-19.3627830148744,1.11178326454757
1601,-19.8524452808281,1.09584697560296
1602,-20.3703406116974,1.08936205417677
1603,-20.8379124967935,1.07888432270263
1604,-21.1718877990692,0.998387741115821
1605,-21.2630457697032,0.974953339226081
1606,-20.9981574341511,0.959577570872401
1607,-20.4402365222763,0.928564424706591
1608,-19.8740228808159,0.968327559727417
1609,-19.560489241797,0.965204252622104
1610,-19.5735506907878,0.990986659447818
1611,-19.9257810758436,0.988045024349488
1612,-20.5193798581157,0.955998063413831
1613,-21.1300503770764,0.999682045446686
1614,-21.554947502184,0.984565559948384
1615,-21.7310472554893,0.953796683250879
1616,-21.6382820569914,0.988766513591897
1617,-21.2607766121323,1.00645138499673
1618,-20.6868233278306,1.01322137009282
1619,-20.1135376613552,1.10321837188863
1620,-19.7431474024909,1.19206221190223
1621,-19.7318449333755,1.17344840236478
1622,-20.0527830913441,1.13770554334379
1623,-20.6336287019788,1.14753403333297
1624,-21.4010110223401,1.23746271024561
1625,-22.2596728907168,1.64350603108674
