"calageBP","delta14c","delta14c_sig"
1253,-7.81679407141142,0.893297344730976
1254,-7.29350617859647,0.902028195205665
1255,-6.82545900286673,0.833171558512216
1256,-6.46479192739174,0.831671662506246
1257,-6.26325368065372,0.945243372426664
1258,-6.22702821454315,1.01646671449463
1259,-6.3135027476382,1.03382210329768
1260,-6.47767177422106,1.04964715090369
1261,-6.67452978857389,1.1045757702354
1262,-6.86502031849598,1.19320301338541
1263,-7.04083150532431,1.28805430288863
1264,-7.20355403374069,1.37195361066663
1265,-7.35478336539198,1.43678606812974
1266,-7.49611496192503,1.47948918402515
1267,-7.62914428498671,1.49979925247479
1268,-7.75546679622386,1.49908625728162
1269,-7.87667795728335,1.47976079989602
1270,-7.99437322981203,1.44497473690906
1271,-8.11014807545676,1.39847243630295
1272,-8.2255979558644,1.34451075204457
1273,-8.3423183326818,1.28778494792514
1274,-8.46190466755581,1.23329312666617
1275,-8.5859524221333,1.18606050557899
1276,-8.71605705806112,1.15065815473506
1277,-8.85381403698613,1.13053213273828
1278,-9.00081882055519,1.12731557959156
1279,-9.15866687041515,1.14042298337427
1280,-9.32895364821286,1.16715244228035
1281,-9.51327461559519,1.20324717285445
1282,-9.71322523420899,1.24363658690753
1283,-9.93040096570112,1.28308061872679
1284,-10.1663972717184,1.31660126325796
1285,-10.4228096139078,1.33972965052992
1286,-10.7012330064348,1.34865873806639
1287,-11.002528016506,1.34131518642954
1288,-11.3253247028559,1.31935629874363
1289,-11.6678312611411,1.28578677769053
1290,-12.0282558870181,1.24425942215996
1291,-12.4048067761434,1.19894780332648
1292,-12.7956921241736,1.15439350760899
1293,-13.1991201267652,1.11524923853469
1294,-13.6132989795746,1.08585228304254
1295,-14.0364368782585,1.06962897136228
1296,-14.4667420184733,1.06846200079386
1297,-14.9024225958755,1.08227167909067
1298,-15.3416868061218,1.1090260418592
1299,-15.7827428448686,1.14517622537517
1300,-16.2237989077725,1.18629780822439
1301,-16.6630631904899,1.22768823796214
1302,-17.0987438886774,1.26479287637937
1303,-17.5290491979915,1.29346366724259
1304,-17.9521873140888,1.31012005850655
1305,-18.3663664326258,1.31189589939747
1306,-18.7697947492589,1.29685817916615
1307,-19.1606804596448,1.26440340014564
1308,-19.5372317594399,1.21599442469985
1309,-19.8976568443008,1.15649950498806
1310,-20.2401454778833,1.0964612510875
1311,-20.5604971396775,1.05529646867417
1312,-20.849780368972,1.05289379383985
1313,-21.0985075697672,1.09276659203542
1314,-21.2971911460635,1.15961588982541
1315,-21.4363435018612,1.22812005962935
1316,-21.5064770411608,1.27301332472978
1317,-21.4981041679626,1.27554126219922
1318,-21.4034198561709,1.23165289799998
1319,-21.2306142945902,1.17303686239023
1320,-20.9967233596375,1.14643505650348
1321,-20.7188763358768,1.18097265009623
1322,-20.4142025078722,1.26935995709018
1323,-20.0998311601876,1.37488667374367
1324,-19.792891577387,1.45364581570643
1325,-19.5104400774858,1.47005599952272
1326,-19.2607149667149,1.42096122617892
1327,-19.0348345419162,1.35007824663488
1328,-18.821950940685,1.30972877819462
1329,-18.6112163006166,1.33530754241711
1330,-18.3917827593061,1.42306625087131
1331,-18.1528024543488,1.53399636166759
1332,-17.8834275233399,1.61759622466939
1333,-17.5730141732894,1.63004082443204
1334,-17.2243085372639,1.56227830332743
1335,-16.8614982129482,1.45368389540083
1336,-16.5106979340852,1.35765854558237
1337,-16.1980224344178,1.32335676596209
1338,-15.9495864476892,1.36855823417654
1339,-15.7915047076422,1.465989546406
1340,-15.7498919480199,1.56279875984493
1341,-15.8508538693553,1.6061838322788
1342,-16.1078447640615,1.56712233165373
1343,-16.4965116507702,1.466961354619
1344,-16.9854698362941,1.34826273421821
1345,-17.5433346274457,1.26215034533848
1346,-18.1387213310374,1.25120565070669
1347,-18.740245253882,1.32240573991414
1348,-19.3165217027918,1.44155031198057
1349,-19.8361659845796,1.55753069594987
1350,-20.2677934060577,1.62361619629526
1351,-20.582007231794,1.60719858219245
1352,-20.7773709753015,1.51767941578394
1353,-20.8730938755293,1.39834869141791
1354,-20.8888679151685,1.30159915941798
1355,-20.8443850769103,1.27311892868842
1356,-20.7593373434459,1.32516571942509
1357,-20.6534166974664,1.42680315062022
1358,-20.5463151216629,1.52614380275775
1359,-20.4577245987266,1.57444939219449
1360,-20.405882827734,1.54010833874278
1361,-20.3921928744588,1.44241987713154
1362,-20.4072305650431,1.336343412856
1363,-20.4413927847562,1.27857932876279
1364,-20.4850764188672,1.29910629245167
1365,-20.5286783526451,1.3786322564803
1366,-20.5625954713593,1.46385644101228
1367,-20.5772669472838,1.49977573614617
1368,-20.5679277416268,1.46687011908996
1369,-20.5389591376767,1.40035672463217
1370,-20.4957702249882,1.34823579144173
1371,-20.4437700931162,1.34697685910339
1372,-20.3883678316155,1.39983990933509
1373,-20.3349725300407,1.47471241706305
1374,-20.2889932779469,1.52395581854052
1375,-20.2557599521559,1.50793716036311
1376,-20.239713166847,1.43511802568589
1377,-20.2447344687044,1.35002958968381
1378,-20.274696723252,1.30105886730836
1379,-20.333472796014,1.31713400403983
1380,-20.4249355525143,1.38783369763164
1381,-20.5529578582771,1.47047557016798
1382,-20.7214125788264,1.51411303828287
1383,-20.9327075143035,1.4807797773424
1384,-21.1763866255468,1.38365404688454
1385,-21.4353224402218,1.27161512313896
1386,-21.6923309038564,1.20290256691904
1387,-21.9302279619787,1.21953969754454
1388,-22.1318295601167,1.31583554543231
1389,-22.2799516437984,1.44350541272781
1390,-22.3574101585519,1.54433802729273
1391,-22.3470825607845,1.56980102530336
1392,-22.2441533769946,1.50286320884186
1393,-22.0709141943778,1.3786130295089
1394,-21.8532704772747,1.25183873052555
1395,-21.6171276900261,1.18304756430127
1396,-21.3883912969726,1.20940341157949
1397,-21.1929667624549,1.31436819226393
1398,-21.0567595508138,1.44251380025167
1399,-21.0056751263898,1.53547918432632
1400,-21.0656189535238,1.54930995910543
1401,-21.2582964245127,1.46718996627406
1402,-21.5652799367456,1.34213424399083
1403,-21.9458567468313,1.25625824243397
1404,-22.3590756411821,1.25156511834067
1405,-22.76398540621,1.29380962746403
1406,-23.1197790765747,1.30517040955108
1407,-23.4049435424763,1.25336370372224
1408,-23.6364699567895,1.20084189279757
1409,-23.8359209874419,1.21753791418532
1410,-24.0248593023614,1.31287321899907
1411,-24.2248475694756,1.42558876562771
1412,-24.4574482396795,1.47222400814778
1413,-24.7366149033482,1.40352184494754
1414,-25.0486085178449,1.26576341820127
1415,-25.3733917999358,1.14749185990244
1416,-25.6909274663876,1.13027489096893
1417,-25.9811782339665,1.22019386563344
1418,-26.2241068194392,1.34047078485568
1419,-26.3996839178767,1.40099928324099
1420,-26.4977631076355,1.36168112223382
1421,-26.5373452792325,1.27467425821806
1422,-26.5427783991058,1.21243571395078
1423,-26.5384104336936,1.2149928715801
1424,-26.548589349434,1.25774378449199
1425,-26.5976631127652,1.2744877204994
1426,-26.7033266092698,1.21955516965065
1427,-26.833048219865,1.1526323332566
1428,-26.9313646658431,1.16783303919043
1429,-26.9426951886399,1.27850926717595
1430,-26.8114590296912,1.40220258195015
1431,-26.4827609882185,1.43562553423139
1432,-25.9502585073273,1.3463382061553
1433,-25.2874733429189,1.21070410260368
1434,-24.5753655687706,1.1312332863716
1435,-23.8948952586599,1.16568269522015
1436,-23.3270224863642,1.26733498843167
1437,-22.9520318878684,1.3354492067448
