"calageBP","realisation_1","realisation_2","realisation_3","realisation_4","realisation_5"
1030,1122.22760776087,1119.90746293016,1119.12804367784,1121.13622330895,1112.42842886636
1031,1121.08320200282,1119.58282684018,1116.99932723494,1118.83018800955,1110.21843739677
1032,1119.99698392647,1119.32929613762,1114.86307391696,1116.56326311321,1108.09735670517
1033,1118.9808288849,1119.15038155664,1112.75204202131,1114.36663073109,1106.09540412228
1034,1118.04660209861,1119.04959382577,1110.69893974196,1112.27142517144,1104.24275668157
1035,1117.20615978525,1119.03044400242,1108.73642690951,1110.30873631497,1102.56955620213
1036,1116.47135046296,1119.09644382263,1106.89711805582,1108.50961418674,1101.10591549341
1037,1115.85401642708,1119.25110606624,1105.2135867969,1106.90507471932,1099.88192567893
1038,1115.36599540007,1119.4979449373,1103.71837152855,1105.52610670367,1098.92766463753
1039,1115.01912235447,1119.84047646007,1102.44398243044,1104.40367992498,1098.27320656244
1040,1114.82523150927,1120.28221889043,1101.42290977579,1103.56875448281,1097.94863264017
1041,1114.79615849967,1120.82669314295,1100.68763354541,1103.05229129651,1097.9840428536
1042,1114.94374272084,1121.47742323359,1100.2706343471,1102.8852637991,1098.40956891562
1043,1115.27982984628,1122.23793673822,1100.20440564345,1103.09867082516,1099.2553883428
1044,1115.81627452156,1123.11176526709,1100.52146729409,1103.72355070095,1100.55173968077
1045,1116.56494323448,1124.10244495522,1101.2543804209,1104.7909965479,1102.32893889674
1046,1117.53507536435,1125.2125867815,1102.42920025036,1106.32544890133,1104.60988852086
1047,1118.71966285548,1126.43908050856,1104.0316458756,1108.31003444938,1107.37136374723
1048,1120.10552953469,1127.77664307993,1106.03213491432,1110.71220468295,1110.57262335866
1049,1121.6795003235,1129.21999100805,1108.40110221186,1113.49942595661,1114.17292353559
1050,1123.42841004213,1130.76384388498,1111.10901553328,1116.63919375525,1118.13153064121
1051,1125.33910043367,1132.4029237042,1114.12636254965,1120.09901775329,1122.4077019749
1052,1127.39841740493,1134.13195421734,1117.42363891305,1123.84640818805,1126.96066857547
1053,1129.59320848313,1135.94566032557,1120.97133741358,1127.84886354037,1131.74962006962
1054,1131.91032048764,1137.83876750587,1124.73993821375,1132.07385951803,1136.73369156574
1055,1134.33659741634,1139.80600127166,1128.69990015787,1136.48883934084,1141.87195259691
1056,1136.85887854631,1141.84208666817,1132.82165315586,1141.06120532784,1147.12339812082
1057,1139.46399674893,1143.94174780211,1137.07559164275,1145.75831178986,1152.44694158681
1058,1142.13877701919,1146.09970740588,1141.43206911629,1150.54745923186,1157.8014100827
1059,1144.8700352198,1148.31068643623,1145.86139375669,1155.39588987125,1163.14554157582
1060,1147.64457704012,1150.56940370731,1150.33382513328,1160.27078447951,1168.43798426372
1061,1150.44919717064,1152.87057555822,1154.81957200373,1165.13926055535,1173.63729805048
1062,1153.2706786934,1155.20891555503,1159.28879121215,1169.96837183802,1178.70195816469
1063,1156.09579268905,1157.57913422733,1163.71158769264,1174.72510917004,1183.59036093406
1064,1158.91129806119,1159.97593883941,1168.05801558492,1179.37640271826,1188.2608317309
1065,1161.70394157868,1162.39403319603,1172.29808046888,1183.88912556193,1192.67163510009
1066,1164.46045813659,1164.82811748296,1176.40174272409,1188.23009865586,1196.78098707889
1067,1167.16757123655,1167.27288814228,1180.33892202011,1192.36609717583,1200.54706971489
1068,1169.81199368712,1169.72303778258,1184.07950294249,1196.26385825179,1203.92804778384
1069,1172.38042852468,1172.17325512411,1187.59334175824,1199.89009009318,1206.88208770531
1070,1174.85957023845,1174.61822494464,1190.85027460645,1203.21148285062,1209.36737919481
1071,1177.23816038656,1177.05177685652,1193.82714279653,1206.2031987699,1211.35570065239
1072,1179.51232526005,1179.46467408101,1196.52603095327,1208.87091136331,1212.86761101538
1073,1181.67985331177,1181.84698515336,1198.95472710403,1211.22719313256,1213.93470710953
1074,1183.73853588267,1184.18877192227,1201.12105279778,1213.2846625483,1214.58866478374
1075,1185.6861674975,1186.48008998679,1203.03286051523,1215.05597926144,1214.86122199681
1076,1187.52054616629,1188.71098925669,1204.69803114442,1216.55383949658,1214.78416312397
1077,1189.23947369144,1190.87151463651,1206.12447152372,1217.79097163137,1214.38930449852
1078,1190.84075598038,1192.95170683366,1207.32011205388,1218.78013196534,1213.70848120112
1079,1192.32220336369,1194.9416032904,1208.29290438078,1219.53410068129,1212.77353510592
1080,1193.68163091867,1196.8312392401,1209.05081915043,1220.06567800213,1211.61630419022
1081,1194.91685879809,1198.61064888752,1209.60184383743,1220.38768054556,1210.26861311145
1082,1196.02571256427,1200.26986671315,1209.95398064831,1220.51293787861,1208.76226505336
1083,1197.00602352811,1201.7989289014,1210.11524450075,1220.45428927403,1207.12903484121
1084,1197.85562909323,1203.18787489252,1210.0936610797,1220.22458066978,1205.40066332415
1085,1198.57237310488,1204.4267490576,1209.89726497145,1219.83666183306,1203.60885302136
1086,1199.15410620369,1205.5056024965,1209.53409787625,1219.30338372973,1201.78526502794
1087,1199.59868618394,1206.4144949579,1209.01220690027,1218.63759609976,1199.96151717502
1088,1199.90397835645,1207.14349688081,1208.3396429276,1217.85214523936,1198.16918343866
1089,1200.06785591574,1207.68269155671,1207.52445907255,1216.95987198991,1196.4397945915
1090,1200.08820031148,1208.02217741124,1206.57470921296,1215.97360993387,1194.80484009113
1091,1199.96290162398,1208.15207040441,1205.49844660461,1214.90618379754,1193.29577119971
1092,1199.68985894366,1208.06250654787,1204.30372257714,1213.77040806038,1191.94400532949
1093,1199.26698075427,1207.74364453784,1202.99858531158,1212.57908577071,1190.7809316102
1094,1198.69218531977,1207.18566850203,1201.5910786996,1211.34500756698,1189.83791767497
1095,1197.96343352195,1206.37885972014,1200.08925761067,1210.08094792084,1189.14622851268
1096,1197.08455092271,1205.32595438184,1198.50411586105,1208.79912928784,1188.7210394563
1097,1196.07195652764,1204.05642304926,1196.8529690217,1207.51060320007,1188.54294805599
1098,1194.94369278254,1202.60318666716,1195.15393318709,1206.22625873103,1188.58810062199
1099,1193.7177888751,1200.99914078004,1193.42510151916,1204.9569727365,1188.83267444911
1100,1192.41225835336,1199.27714871241,1191.68454339215,1203.71360999325,1189.25287154568
1101,1191.04509715139,1197.47003610432,1189.9503039457,1202.50702348458,1189.82491307572
1102,1189.63428202133,1195.61058679848,1188.24040404449,1201.34805483207,1190.52503451077
